"index","eventid","venueid","catid","dateid","eventname","starttime"
"374","1806","218","7","1840","The Tempest","2008-01-14T20:00:00.000"
"375","3212","223","7","1840","The Caretaker","2008-01-14T14:30:00.000"
"376","4385","34","9","1840","James Taylor","2008-01-14T19:30:00.000"
"377","5359","84","9","1840","America","2008-01-14T14:00:00.000"
"378","5517","108","9","1840","Joan Baez","2008-01-14T19:30:00.000"
"379","6632","84","9","1840","Mariah Carey","2008-01-14T19:30:00.000"
"380","7997","77","9","1840","Led Zeppelin","2008-01-14T19:30:00.000"
"381","1883","237","7","1841","Hedda Gabler","2008-01-15T20:00:00.000"
"382","2397","228","7","1841","Spring Awakening","2008-01-15T20:00:00.000"
"383","8788","110","9","1841","The Jesus and Mary Chain","2008-01-15T19:00:00.000"
"384","1622","254","6","1841","Phantom of the Opera","2008-01-15T15:00:00.000"
"385","1935","210","7","1841","Uncle Vanya","2008-01-15T14:30:00.000"
"386","7149","2","9","1841","Fiction Plane","2008-01-15T19:00:00.000"
"387","5487","27","9","1841","George Jones","2008-01-15T14:00:00.000"
"388","5866","120","9","1841","Rusted Root","2008-01-15T15:00:00.000"
"389","8207","55","9","1841","Bruce Hornsby","2008-01-15T15:00:00.000"
"390","1941","206","7","1842","The Seafarer","2008-01-16T19:00:00.000"
"391","3282","204","7","1842","Our Town","2008-01-16T14:30:00.000"
"392","5839","97","9","1842","My Morning Jacket","2008-01-16T14:00:00.000"
"393","6157","21","9","1842","The Whigs","2008-01-16T14:00:00.000"
"394","6521","41","9","1842","Jesse Lacey","2008-01-16T19:30:00.000"
"395","6739","90","9","1842","Cowboy Junkies","2008-01-16T15:00:00.000"
"396","8725","1","9","1842","Zappa Plays Zappa","2008-01-16T15:00:00.000"
"397","1268","245","6","1842","Gypsy","2008-01-16T15:00:00.000"
"398","6881","14","9","1842","Justin Timberlake","2008-01-16T15:00:00.000"
"399","7151","43","9","1842","Tina Turner","2008-01-16T19:00:00.000"
"400","8007","27","9","1842","Boyz II Men","2008-01-16T19:00:00.000"
"401","559","219","6","1842","Mary Poppins","2008-01-16T19:00:00.000"
"402","1818","212","7","1842","Othello","2008-01-16T14:30:00.000"
"403","2352","243","7","1842","Electra","2008-01-16T15:00:00.000"
"404","2596","214","7","1842","Oedipus the King","2008-01-16T14:00:00.000"
"405","2781","216","7","1842","Avenue Q","2008-01-16T19:30:00.000"
"406","1130","223","6","1843","Jersey Boys","2008-01-17T20:00:00.000"
"407","2787","231","7","1843","A Streetcar Named Desire","2008-01-17T14:00:00.000"
"408","3044","245","7","1843","The Frogs","2008-01-17T15:00:00.000"
"409","5582","19","9","1843","David Byrne","2008-01-17T15:00:00.000"
"410","854","207","6","1843","Billy Elliot the Musical","2008-01-17T14:30:00.000"
"411","1188","201","6","1843","Gypsy","2008-01-17T19:00:00.000"
"412","5112","80","9","1843","Michael Buble","2008-01-17T19:30:00.000"
"413","1150","238","6","1843","Spamalot","2008-01-17T14:00:00.000"
"414","3662","242","7","1843","A Midsummer Night's Dream","2008-01-17T14:00:00.000"
"415","3871","54","9","1843","Steely Dan","2008-01-17T14:30:00.000"
"416","4226","62","9","1843","Kid Rock","2008-01-17T20:00:00.000"
"417","5325","111","9","1843","Counting Crows","2008-01-17T19:00:00.000"
"418","7332","104","9","1843","New Kids on the Block","2008-01-17T15:00:00.000"
"419","7686","42","9","1843","Jessica Simpson","2008-01-17T15:00:00.000"
"420","1916","203","7","1844","Uncle Vanya","2008-01-18T15:00:00.000"
"421","5841","84","9","1844","Bruce Hornsby","2008-01-18T19:30:00.000"
"422","405","301","8","1844","La Damnation de Faust","2008-01-18T14:00:00.000"
"423","422","303","8","1844","Don Giovanni","2008-01-18T14:30:00.000"
"424","2258","217","7","1844","Look Back in Anger","2008-01-18T15:00:00.000"
"425","2491","222","7","1844","The Country Girl","2008-01-18T20:00:00.000"
"426","3102","200","7","1844","Miss Julie","2008-01-18T20:00:00.000"
"427","4248","119","9","1844","Godsmack","2008-01-18T19:30:00.000"
"428","6699","3","9","1844","Gogol Bordello","2008-01-18T19:30:00.000"
"429","1469","204","6","1844","Curtains","2008-01-18T19:30:00.000"
"430","3187","234","7","1844","Rhinoceros","2008-01-18T14:00:00.000"
"431","3587","226","7","1844","Look Back in Anger","2008-01-18T19:00:00.000"
"432","3920","123","9","1844","Keith Sweat","2008-01-18T20:00:00.000"
"433","4692","100","9","1844","Projekt Revolution","2008-01-18T19:30:00.000"
"434","7003","41","9","1844","Gwen Stefani","2008-01-18T15:00:00.000"
"435","4347","47","9","1845","Paramore","2008-01-19T14:30:00.000"
"436","5767","121","9","1845","Erykah Badu","2008-01-19T14:00:00.000"
"437","6753","14","9","1845","Country Thunder USA","2008-01-19T19:00:00.000"
"438","8106","91","9","1845","Bob Dylan","2008-01-19T19:00:00.000"
"439","8450","54","9","1845","The Jesus and Mary Chain","2008-01-19T19:30:00.000"
"440","169","307","8","1845","La Boheme","2008-01-19T19:00:00.000"
"441","4267","112","9","1845","Conor Oberst","2008-01-19T19:30:00.000"
"442","8528","79","9","1845","America","2008-01-19T19:30:00.000"
"443","3023","242","7","1846","Waiting for Godot","2008-01-20T14:30:00.000"
"444","4353","13","9","1846","Bruce Hornsby","2008-01-20T19:00:00.000"
"445","5653","73","9","1846","At The Gates","2008-01-20T19:30:00.000"
"446","6910","108","9","1846","Lenny Kravitz","2008-01-20T19:00:00.000"
"447","7108","116","9","1846","Nas","2008-01-20T19:00:00.000"
"448","7717","119","9","1846","Bad Company","2008-01-20T19:30:00.000"
"449","8183","13","9","1846","James Taylor","2008-01-20T19:30:00.000"
"450","206","308","8","1846","Thais","2008-01-20T15:00:00.000"
"451","3509","220","7","1846","The Homecoming","2008-01-20T14:30:00.000"
"452","5644","119","9","1846","Hippiefest","2008-01-20T19:30:00.000"
"453","5924","73","9","1846","Toadies","2008-01-20T15:00:00.000"
"454","6149","87","9","1846","3 Doors Down","2008-01-20T19:00:00.000"
"455","6160","123","9","1846","Toadies","2008-01-20T14:00:00.000"
"456","6864","58","9","1846","Matisyahu","2008-01-20T19:00:00.000"
"457","2163","222","7","1846","The 39 Steps","2008-01-20T20:00:00.000"
"458","4282","8","9","1846","Buckcherry","2008-01-20T15:00:00.000"
"459","488","307","8","1847","La Cenerentola (Cinderella)","2008-01-21T14:30:00.000"
"460","2692","205","7","1847","A Bronx Tale","2008-01-21T19:00:00.000"
"461","2954","233","7","1847","Iphigenia","2008-01-21T14:00:00.000"
"462","4826","71","9","1847","Jerry Jeff Walker","2008-01-21T19:30:00.000"
"463","5590","105","9","1847","Ice Cube","2008-01-21T14:00:00.000"
"464","7691","102","9","1847","Allman Brothers Band","2008-01-21T14:00:00.000"
"465","8067","52","9","1847","Billy Joel","2008-01-21T14:00:00.000"
"466","8228","114","9","1847","The Guess Who","2008-01-21T15:00:00.000"
"467","8236","71","9","1847","Susan Tedeschi","2008-01-21T19:00:00.000"
"468","1044","202","6","1847","Fiddler on the Roof","2008-01-21T14:30:00.000"
"469","2511","213","7","1847","November","2008-01-21T20:00:00.000"
"470","3168","227","7","1847","A Man For All Seasons","2008-01-21T14:30:00.000"
"471","3969","73","9","1847","Loretta Lynn","2008-01-21T14:00:00.000"
"472","5390","84","9","1847","The Roots","2008-01-21T15:00:00.000"
"473","5529","27","9","1847","Celtic Thunder","2008-01-21T14:00:00.000"
"474","5847","87","9","1847","El Monstero y Los Masked Avengers","2008-01-21T15:00:00.000"
"475","523","217","6","1847","Mamma Mia!","2008-01-21T14:00:00.000"
"476","4287","62","9","1847","Alicia Keys","2008-01-21T15:00:00.000"
"477","1749","250","6","1848","Phantom of the Opera","2008-01-22T19:30:00.000"
"478","2242","231","7","1848","Romeo and Juliet","2008-01-22T15:00:00.000"
"479","7098","25","9","1848","Marco Antonio Solis","2008-01-22T15:00:00.000"
"480","7819","59","9","1848","Medeski Martin and Wood","2008-01-22T19:30:00.000"
"481","8182","10","9","1848","Sevendust","2008-01-22T15:00:00.000"
"482","3999","2","9","1848","Soulfest","2008-01-22T14:30:00.000"
"483","4663","19","9","1848","Marc Anthony","2008-01-22T14:00:00.000"
"484","3926","72","9","1848","Neil Diamond","2008-01-22T19:30:00.000"
"485","1934","244","7","1849","The Country Girl","2008-01-23T14:00:00.000"
"486","4802","70","9","1849","Nas","2008-01-23T15:00:00.000"
"487","4887","70","9","1849","Tom Petty and the Heartbreakers","2008-01-23T15:00:00.000"
"488","1050","204","6","1849","Billy Elliot the Musical","2008-01-23T19:00:00.000"
"489","6213","43","9","1849","Cowboy Junkies","2008-01-23T19:00:00.000"
"490","1002","218","6","1849","The King and I","2008-01-23T14:30:00.000"
"491","1054","204","6","1849","The Little Mermaid","2008-01-23T14:30:00.000"
"492","2402","248","7","1849","Spring Awakening","2008-01-23T19:00:00.000"
"493","8541","121","9","1849","Ani DiFranco","2008-01-23T19:00:00.000"
"494","2365","218","7","1850","Avenue Q","2008-01-24T14:00:00.000"
"495","3441","223","7","1850","November","2008-01-24T14:00:00.000"
"496","945","220","6","1850","The Phantom of the Opera","2008-01-24T19:00:00.000"
"497","2950","237","7","1850","The Glass Menagerie","2008-01-24T19:00:00.000"
"498","7363","110","9","1850","Bootsy Collins","2008-01-24T14:00:00.000"
"499","3567","200","7","1850","Uncle Vanya","2008-01-24T15:00:00.000"
"500","7008","95","9","1850","Old 97s","2008-01-24T19:00:00.000"
"501","571","245","6","1851","West Side Story","2008-01-25T14:00:00.000"
"502","3136","229","7","1851","A Midsummer Night's Dream","2008-01-25T14:30:00.000"
"503","5511","15","9","1851","Kid Rock","2008-01-25T19:30:00.000"
"504","208","302","8","1851","Adriana Lecouvreur","2008-01-25T19:30:00.000"
"505","3139","226","7","1851","Hamlet","2008-01-25T14:30:00.000"
"506","6269","44","9","1851","Toby Keith","2008-01-25T14:00:00.000"
"507","7928","34","9","1851","Jonas Brothers","2008-01-25T14:00:00.000"
"508","1","305","8","1851","Gotterdammerung","2008-01-25T14:30:00.000"
"509","2345","230","7","1851","To Be or Not To Be","2008-01-25T19:30:00.000"
"510","852","227","6","1852","Spamalot","2008-01-26T19:00:00.000"
"511","2063","231","7","1852","Look Back in Anger","2008-01-26T19:30:00.000"
"512","5254","18","9","1852","Blake Shelton","2008-01-26T19:30:00.000"
"513","5888","99","9","1852","Calibash","2008-01-26T19:30:00.000"
"514","1215","212","6","1852","The King and I","2008-01-26T19:30:00.000"
"515","1246","208","6","1852","Chicago","2008-01-26T19:30:00.000"
"516","5648","41","9","1852","Gretchen Wilson","2008-01-26T14:00:00.000"
"517","415","306","8","1853","La Boheme","2008-01-27T20:00:00.000"
"518","1400","209","6","1853","Memphis - The Birth of Rock n Roll","2008-01-27T14:30:00.000"
"519","1641","254","6","1853","Blue Man Group","2008-01-27T15:00:00.000"
"520","5448","109","9","1853","Motorhead","2008-01-27T19:30:00.000"
"521","1928","246","7","1853","Young Frankenstein","2008-01-27T19:30:00.000"
"522","3209","240","7","1853","As You Like It","2008-01-27T19:30:00.000"
"523","4378","5","9","1853","Cafe Tacuba","2008-01-27T19:30:00.000"
"524","7065","74","9","1853","Jamboree in the Hills","2008-01-27T15:00:00.000"
"525","7591","83","9","1853","Robert Cray Band","2008-01-27T15:00:00.000"
"526","1317","245","6","1853","Gypsy","2008-01-27T15:00:00.000"
"527","2483","229","7","1854","Spring Awakening","2008-01-28T14:00:00.000"
"528","3978","25","9","1854","Anita Baker","2008-01-28T14:00:00.000"
"529","5169","41","9","1854","Rock The Bayou","2008-01-28T19:00:00.000"
"530","5724","75","9","1854","Merle Haggard","2008-01-28T15:00:00.000"
"531","5779","105","9","1854","Montgomery Gentry","2008-01-28T19:00:00.000"
"532","1745","255","6","1854","Mamma Mia!","2008-01-28T15:00:00.000"
"533","1923","221","7","1854","Spring Awakening","2008-01-28T19:00:00.000"
"534","2668","239","7","1854","Macbeth","2008-01-28T14:00:00.000"
"535","3960","109","9","1854","Cowboy Junkies","2008-01-28T15:00:00.000"
"536","7909","2","9","1854","Dwight Yoakam","2008-01-28T15:00:00.000"
"537","1269","244","6","1854","Jersey Boys","2008-01-28T15:00:00.000"
"538","2428","243","7","1854","The Frogs","2008-01-28T19:00:00.000"
"539","4556","44","9","1854","Santana","2008-01-28T19:00:00.000"
"540","6096","79","9","1854","Ben Harper","2008-01-28T15:00:00.000"
"541","641","203","6","1855","Grease","2008-01-29T19:00:00.000"
"542","700","228","6","1855","Fiddler on the Roof","2008-01-29T19:30:00.000"
"543","6344","13","9","1855","Jack Johnson","2008-01-29T14:00:00.000"
"544","7170","27","9","1855","Charlie Daniels Band","2008-01-29T19:00:00.000"
"545","7638","103","9","1855","Linkin Park","2008-01-29T15:00:00.000"
"546","8496","69","9","1855","Killers","2008-01-29T19:00:00.000"
"547","3502","237","7","1855","Romeo and Juliet","2008-01-29T14:00:00.000"
"548","5300","45","9","1855","Bow Wow","2008-01-29T19:00:00.000"
"549","6182","44","9","1855","Chaka Khan","2008-01-29T15:00:00.000"
"550","7258","23","9","1855","Willie Nelson","2008-01-29T14:00:00.000"
"551","1274","216","6","1855","Hairspray","2008-01-29T15:00:00.000"
"552","2621","222","7","1855","Hedda Gabler","2008-01-29T14:00:00.000"
"553","3468","223","7","1855","Our Town","2008-01-29T19:00:00.000"
"554","3862","116","9","1855","Teddy Geiger","2008-01-29T19:30:00.000"
"555","649","210","6","1856","Hairspray","2008-01-30T15:00:00.000"
"556","934","220","6","1856","Shrek the Musical","2008-01-30T14:30:00.000"
"557","958","238","6","1856","Grease","2008-01-30T14:30:00.000"
"558","2077","209","7","1856","Uncle Vanya","2008-01-30T14:30:00.000"
"559","6870","82","9","1856","Ray Davies","2008-01-30T14:00:00.000"
"560","2360","238","7","1856","Macbeth","2008-01-30T19:30:00.000"
"561","5975","28","9","1856","Missy Higgins","2008-01-30T14:00:00.000"
"562","8737","84","9","1856","Soulfest","2008-01-30T19:30:00.000"
"563","134","302","8","1856","L Elisir d Amore","2008-01-30T15:00:00.000"
"564","1470","240","6","1856","Seven Brides for Seven Brothers","2008-01-30T14:30:00.000"
"565","2017","221","7","1856","The Caretaker","2008-01-30T14:00:00.000"
"566","3734","244","7","1856","Hedda Gabler","2008-01-30T20:00:00.000"
"567","5829","123","9","1856","Killing Joke","2008-01-30T15:00:00.000"
"568","3622","216","7","1857","A Man For All Seasons","2008-01-31T14:30:00.000"
"569","4595","56","9","1857","Robert Plant and Alison Krauss","2008-01-31T15:00:00.000"
"570","5697","39","9","1857","G. Love and Special Sauce","2008-01-31T19:00:00.000"
"571","6561","22","9","1857","Chicago","2008-01-31T19:00:00.000"
"572","6977","27","9","1857","Lonestar","2008-01-31T15:00:00.000"
"573","7423","45","9","1857","Trace Adkins","2008-01-31T14:00:00.000"
"574","2864","218","7","1857","King Lear","2008-01-31T14:30:00.000"
"575","6773","42","9","1857","Monsters of Rock","2008-01-31T19:30:00.000"
"576","2510","222","7","1857","The Homecoming","2008-01-31T15:00:00.000"
"577","2517","218","7","1857","Avenue Q","2008-01-31T14:30:00.000"
"578","3094","211","7","1857","A Man For All Seasons","2008-01-31T15:00:00.000"
"579","8534","7","9","1857","Gipsy Kings","2008-01-31T15:00:00.000"
"580","720","239","6","1858","Mary Poppins","2008-02-01T15:00:00.000"
"581","903","207","6","1858","Billy Elliot the Musical","2008-02-01T19:30:00.000"
"582","2640","249","7","1858","The Country Girl","2008-02-01T19:00:00.000"
"583","3714","205","7","1858","A Doll's House","2008-02-01T19:30:00.000"
"584","5837","116","9","1858","Kool and The Gang","2008-02-01T19:00:00.000"
"585","6717","103","9","1858","Regina Spektor","2008-02-01T14:00:00.000"
"586","7430","32","9","1858","Govt Mule","2008-02-01T14:00:00.000"
"587","603","247","6","1858","Gypsy","2008-02-01T14:30:00.000"
"588","1221","203","6","1858","Seven Brides for Seven Brothers","2008-02-01T14:30:00.000"
"589","1281","220","6","1858","Mamma Mia!","2008-02-01T14:00:00.000"
"590","4515","121","9","1858","Extreme","2008-02-01T19:30:00.000"
"591","4525","95","9","1858","Eric Clapton","2008-02-01T20:00:00.000"
"592","5152","16","9","1858","My Bloody Valentine","2008-02-01T19:00:00.000"
"593","4118","94","9","1858","Dixie Chicks","2008-02-01T14:00:00.000"
"594","4415","5","9","1858","Dave Matthews Band","2008-02-01T15:00:00.000"
"595","4437","114","9","1858","Daughtry","2008-02-01T20:00:00.000"
"596","4403","108","9","1859","Vampire Weekend","2008-02-02T20:00:00.000"
"597","7558","71","9","1859","Broken Social Scene","2008-02-02T19:30:00.000"
"598","8043","26","9","1859","Brian McKnight","2008-02-02T19:00:00.000"
"599","3474","212","7","1859","For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf","2008-02-02T19:30:00.000"
"600","1096","233","6","1859","Grease","2008-02-02T15:00:00.000"
"601","3021","200","7","1859","Rock 'n' Roll","2008-02-02T20:00:00.000"
"602","3678","219","7","1859","Julius Caesar","2008-02-02T14:00:00.000"
"603","6451","47","9","1859","Barenaked Ladies","2008-02-02T15:00:00.000"
"604","8432","87","9","1859","Sara Bareilles","2008-02-02T19:00:00.000"
"605","8596","112","9","1859","Missy Higgins","2008-02-02T15:00:00.000"
"606","4390","76","9","1860","Missy Higgins","2008-02-03T14:00:00.000"
"607","5420","115","9","1860","The Swell Season","2008-02-03T14:00:00.000"
"608","566","245","6","1860","Les Miserables","2008-02-03T15:00:00.000"
"609","2106","222","7","1860","Look Back in Anger","2008-02-03T19:30:00.000"
"610","2505","209","7","1860","The Glass Menagerie","2008-02-03T14:00:00.000"
"611","6241","2","9","1860","Isaac Hayes","2008-02-03T19:30:00.000"
"612","7923","104","9","1860","Scorpions","2008-02-03T15:00:00.000"
"613","8064","8","9","1860","Sammy Hagar","2008-02-03T19:00:00.000"
"614","2754","213","7","1860","To Be or Not To Be","2008-02-03T15:00:00.000"
"615","6151","106","9","1860","Allman Brothers Band","2008-02-03T19:00:00.000"
"616","6820","87","9","1860","Spoon","2008-02-03T19:00:00.000"
