"index","salesid","listid","sellerid","buyerid","eventid","dateid","qtysold","pricepaid","commission","saletime"
"311","64180","72739","13676","2825","2432","1832","1","453","67.95","2008-01-06T05:33:25.000"
"312","102533","117324","11372","1227","5457","1832","2","826","123.9","2008-01-06T05:14:44.000"
"313","64734","73372","12258","2287","6320","1832","4","792","118.8","2008-01-06T05:54:23.000"
"314","102943","117753","46723","4755","930","1832","4","464","69.6","2008-01-06T03:49:46.000"
"315","70203","79815","42389","3698","1923","1832","1","419","62.85","2008-01-06T09:18:16.000"
"316","115819","132607","534","23","6526","1832","1","301","45.15","2008-01-06T04:07:52.000"
"317","72050","82128","17568","4309","3223","1832","2","336","50.4","2008-01-06T10:26:53.000"
"318","124415","142465","11911","1029","1673","1832","3","1302","195.3","2008-01-06T09:12:37.000"
"319","140294","162201","35868","4911","1348","1832","4","484","72.6","2008-01-06T04:27:34.000"
"320","140747","162746","14617","2116","181","1832","1","348","52.2","2008-01-06T01:11:09.000"
"321","143572","166176","48494","4496","3687","1832","2","914","137.1","2008-01-06T06:47:20.000"
"322","143683","166328","5809","2762","3820","1832","1","451","67.65","2008-01-06T08:58:39.000"
"323","147513","170814","46916","4293","8325","1832","4","1632","244.8","2008-01-06T08:09:00.000"
"324","161189","214103","37047","4550","6364","1832","1","1783","267.45","2008-01-06T07:31:55.000"
"325","167244","225533","23072","2129","159","1832","2","760","114","2008-01-06T02:57:51.000"
"326","168691","228351","44239","2912","7206","1832","3","6687","1003.05","2008-01-06T08:21:47.000"
"327","171037","232788","849","989","7235","1832","1","2438","365.7","2008-01-06T01:34:12.000"
"328","171775","234252","2747","2477","2063","1832","1","1830","274.5","2008-01-06T02:02:21.000"
"329","16892","18261","20785","1363","4139","1833","4","84","12.6","2008-01-07T02:12:17.000"
"330","3820","4118","40141","5073","5624","1833","1","43","6.45","2008-01-07T08:14:44.000"
"331","25423","27845","2454","3389","6545","1833","2","466","69.9","2008-01-07T06:49:55.000"
"332","23112","25174","21914","4679","5767","1833","1","121","18.15","2008-01-07T11:31:38.000"
"333","39724","44339","19046","2827","6807","1833","1","31","4.65","2008-01-07T06:05:03.000"
"334","29034","31791","9208","1791","730","1833","1","31","4.65","2008-01-07T04:53:20.000"
"335","46324","52140","32250","4763","463","1833","2","458","68.7","2008-01-07T10:49:10.000"
"336","31074","34224","41330","1325","1607","1833","1","333","49.95","2008-01-07T07:13:30.000"
"337","55544","62664","21728","2553","5068","1833","1","61","9.15","2008-01-07T08:59:26.000"
"338","36756","40908","11732","310","1850","1833","2","192","28.8","2008-01-07T07:48:10.000"
"339","56193","63403","14433","933","5955","1833","2","642","96.3","2008-01-07T10:14:02.000"
"340","38785","43250","9316","3530","5084","1833","3","822","123.3","2008-01-07T11:53:01.000"
"341","63199","71641","485","3732","6269","1833","1","207","31.05","2008-01-07T04:56:48.000"
"342","41930","46984","15415","1051","2202","1833","2","82","12.3","2008-01-07T11:18:15.000"
"343","81453","92886","2669","1958","6627","1833","4","268","40.2","2008-01-07T06:31:14.000"
"344","65527","74311","21445","2744","1539","1833","1","177","26.55","2008-01-07T06:23:40.000"
"345","88604","101234","3866","3954","1221","1833","4","944","141.6","2008-01-07T01:33:35.000"
"346","72464","82637","22685","168","5112","1833","4","1668","250.2","2008-01-07T10:41:43.000"
"347","90738","103598","25627","5620","6163","1833","1","309","46.35","2008-01-07T06:54:42.000"
"348","74743","85336","1305","4163","4982","1833","4","1972","295.8","2008-01-07T12:09:01.000"
"349","94729","108142","3059","4991","2071","1833","1","443","66.45","2008-01-07T10:43:15.000"
"350","74863","85454","31051","3083","4564","1833","2","554","83.1","2008-01-07T12:13:39.000"
"351","109877","125800","31119","4603","5214","1833","2","896","134.4","2008-01-07T04:19:03.000"
"352","75621","86356","40458","1820","8449","1833","2","752","112.8","2008-01-07T12:40:53.000"
"353","123049","140879","22240","2779","2698","1833","2","284","42.6","2008-01-07T10:07:20.000"
"354","83101","94709","18247","1435","4221","1833","1","85","12.75","2008-01-07T01:46:37.000"
"355","129721","148774","8961","960","6605","1833","2","990","148.5","2008-01-07T07:03:37.000"
"356","94178","107556","34648","916","1400","1833","2","192","28.8","2008-01-07T12:05:34.000"
"357","130497","149614","13533","5564","3293","1833","2","290","43.5","2008-01-07T11:01:57.000"
"358","101707","116320","41493","2726","509","1833","1","491","73.65","2008-01-07T08:06:19.000"
"359","134660","155619","39397","5138","7335","1833","2","632","94.8","2008-01-07T05:44:06.000"
"360","104140","119124","41300","4908","5097","1833","1","274","41.1","2008-01-07T10:58:09.000"
"361","139704","161456","35284","3990","1632","1833","1","224","33.6","2008-01-07T05:00:24.000"
"362","111705","127936","1060","856","4305","1833","2","440","66","2008-01-07T10:38:40.000"
"363","143589","166191","10362","339","2539","1833","1","310","46.5","2008-01-07T07:02:00.000"
"364","113323","129829","3654","3605","8188","1833","1","279","41.85","2008-01-07T05:44:41.000"
"365","143992","166704","38923","3454","1326","1833","2","596","89.4","2008-01-07T02:43:35.000"
"366","114744","131402","24557","1464","8650","1833","2","560","84","2008-01-07T05:16:04.000"
"367","11969","12948","35077","3102","2357","1833","2","272","40.8","2008-01-07T02:16:31.000"
"368","121191","138721","262","1124","2109","1833","1","451","67.65","2008-01-07T08:34:38.000"
"369","17725","19243","7161","4251","5156","1833","2","330","49.5","2008-01-07T06:20:47.000"
"370","128205","146949","27711","2103","4973","1833","2","854","128.1","2008-01-07T11:05:36.000"
"371","56945","64375","37764","420","1071","1833","2","458","68.7","2008-01-07T12:46:53.000"
"372","135909","157023","35662","4836","7363","1833","1","70","10.5","2008-01-07T04:41:40.000"
"373","58698","66438","30294","3290","2563","1833","1","484","72.6","2008-01-07T02:05:20.000"
"374","136899","158132","33928","3552","3772","1833","4","1680","252","2008-01-07T10:48:05.000"
"375","67053","76108","493","2325","8481","1833","1","440","66","2008-01-07T07:21:10.000"
"376","146147","169223","891","2509","3871","1833","4","704","105.6","2008-01-07T07:17:11.000"
"377","70977","80732","32518","843","281","1833","1","168","25.2","2008-01-07T09:45:53.000"
"378","149559","173164","27952","1725","7944","1833","2","954","143.1","2008-01-07T12:48:54.000"
"379","72812","83051","15796","5503","7592","1833","1","124","18.6","2008-01-07T10:55:17.000"
"380","157425","206356","13036","484","2071","1833","4","1456","218.4","2008-01-07T06:58:16.000"
"381","76116","86942","30558","3312","351","1833","1","23","3.45","2008-01-07T12:59:03.000"
"382","83389","95073","7573","2296","5112","1833","4","612","91.8","2008-01-07T07:51:47.000"
"383","94587","107996","46895","3144","6889","1833","2","76","11.4","2008-01-07T07:54:11.000"
"384","98514","112551","25816","4028","395","1833","4","1608","241.2","2008-01-07T05:43:52.000"
"385","116516","133422","47559","4842","6847","1833","3","585","87.75","2008-01-07T12:39:16.000"
"386","125950","144192","1478","4680","2244","1833","1","237","35.55","2008-01-07T09:05:02.000"
"387","139712","161465","35717","4551","5598","1833","2","632","94.8","2008-01-07T05:09:01.000"
"388","142082","164363","46473","1312","6320","1833","1","352","52.8","2008-01-07T02:35:03.000"
"389","152092","176010","6127","3254","4849","1833","1","196","29.4","2008-01-07T02:33:13.000"
"390","14576","15748","10027","2938","184","1834","1","232","34.8","2008-01-08T12:58:58.000"
"391","6744","7342","44261","4948","2481","1834","2","288","43.2","2008-01-08T04:43:48.000"
"392","17117","18519","26828","5359","7198","1834","2","432","64.8","2008-01-08T06:51:38.000"
"393","13289","14349","42069","5097","1014","1834","1","234","35.1","2008-01-08T08:31:29.000"
"394","23111","25174","21914","5161","5767","1834","2","242","36.3","2008-01-08T11:30:36.000"
"395","13710","14851","10576","2915","1611","1834","2","272","40.8","2008-01-08T05:53:32.000"
"396","24406","26728","32265","4357","3181","1834","1","30","4.5","2008-01-08T11:22:09.000"
"397","24335","26660","28528","2422","6604","1834","1","231","34.65","2008-01-08T10:00:56.000"
"398","26966","29399","2350","5756","7981","1834","2","316","47.4","2008-01-08T01:33:49.000"
"399","28239","30806","13805","2281","6655","1834","4","412","61.8","2008-01-08T01:50:36.000"
"400","28328","30917","1645","3558","4791","1834","1","156","23.4","2008-01-08T03:10:57.000"
"401","35515","39450","29828","1312","8541","1834","3","213","31.95","2008-01-08T06:57:09.000"
"402","37283","41529","8511","919","1538","1834","1","327","49.05","2008-01-08T06:21:52.000"
"403","45328","51004","37892","4563","8278","1834","2","48","7.2","2008-01-08T03:23:39.000"
"404","41929","46984","15415","1911","2202","1834","1","41","6.15","2008-01-08T11:16:44.000"
"405","51865","58526","43420","5727","649","1834","1","20","3","2008-01-08T08:54:01.000"
"406","42232","47335","30167","733","2156","1834","1","133","19.95","2008-01-08T04:35:01.000"
"407","51866","58526","43420","5594","649","1834","4","80","12","2008-01-08T08:54:59.000"
"408","66939","75982","23521","6043","4617","1834","1","330","49.5","2008-01-08T07:17:00.000"
"409","58335","66031","18071","1899","3580","1834","1","233","34.95","2008-01-08T01:51:37.000"
"410","87720","100202","2108","3063","8260","1834","1","58","8.7","2008-01-08T09:02:43.000"
"411","60009","67933","25605","4334","559","1834","2","410","61.5","2008-01-08T02:53:51.000"
"412","91050","103904","17463","4662","7198","1834","1","181","27.15","2008-01-08T12:54:20.000"
"413","60553","68588","6278","1449","4732","1834","3","1029","154.35","2008-01-08T03:16:41.000"
"414","94872","108300","41854","4360","8788","1834","4","1364","204.6","2008-01-08T01:47:46.000"
"415","67928","77151","48470","4294","8701","1834","2","520","78","2008-01-08T07:55:36.000"
"416","98466","112507","28027","4019","7074","1834","3","1263","189.45","2008-01-08T04:35:56.000"
"417","67989","77207","18754","1144","1338","1834","2","152","22.8","2008-01-08T07:57:44.000"
"418","99367","113608","26437","4800","7420","1834","4","1356","203.4","2008-01-08T12:29:47.000"
"419","77703","88740","6752","2006","2481","1834","1","61","9.15","2008-01-08T05:37:43.000"
"420","107121","122558","8715","499","3783","1834","1","82","12.3","2008-01-08T03:46:22.000"
"421","81238","92644","35282","5523","6561","1834","2","184","27.6","2008-01-08T02:22:47.000"
"422","107932","123529","33319","3382","7903","1834","1","333","49.95","2008-01-08T09:40:06.000"
"423","98515","112551","25816","4916","395","1834","1","402","60.3","2008-01-08T05:44:50.000"
"424","108553","124267","37291","229","3246","1834","1","160","24","2008-01-08T08:38:03.000"
"425","102153","116829","15816","6171","7198","1834","2","722","108.3","2008-01-08T07:03:36.000"
"426","110671","126789","45183","4008","8788","1834","1","410","61.5","2008-01-08T06:02:27.000"
"427","103800","118748","17201","1370","5813","1834","1","348","52.2","2008-01-08T01:43:04.000"
"428","118573","135813","602","5287","5487","1834","2","238","35.7","2008-01-08T07:02:44.000"
"429","129466","148470","45369","5191","8345","1834","1","212","31.8","2008-01-08T01:48:41.000"
"430","118896","136164","31140","3789","8662","1834","2","166","24.9","2008-01-08T06:07:15.000"
"431","131438","151775","29146","4865","8502","1834","4","1024","153.6","2008-01-08T04:58:02.000"
"432","122500","140220","10720","3285","2428","1834","1","400","60","2008-01-08T08:09:44.000"
"433","131439","151775","29146","4274","8502","1834","2","512","76.8","2008-01-08T04:58:09.000"
"434","130098","149152","14110","2423","4390","1834","4","1160","174","2008-01-08T03:00:16.000"
"435","144836","167671","41173","4140","7592","1834","4","600","90","2008-01-08T06:40:26.000"
"436","145133","168030","13261","5710","747","1834","4","1948","292.2","2008-01-08T12:20:11.000"
"437","148662","172208","15702","1562","7721","1834","4","128","19.2","2008-01-08T06:29:12.000"
"438","155841","180428","47264","4677","6385","1834","2","910","136.5","2008-01-08T01:28:17.000"
"439","162832","217149","21157","2028","5901","1834","1","1733","259.95","2008-01-08T03:41:24.000"
"440","165947","222982","38189","1516","1786","1834","4","3184","477.6","2008-01-08T02:08:05.000"
"441","9889","10751","36710","6504","8019","1834","4","396","59.4","2008-01-08T10:13:36.000"
"442","170528","231833","18850","6287","834","1834","2","3602","540.3","2008-01-08T01:14:54.000"
"443","13156","14213","36551","6184","4378","1834","1","105","15.75","2008-01-08T05:30:26.000"
"444","19814","21439","48346","3333","6686","1834","1","180","27","2008-01-08T10:06:38.000"
"445","34008","37609","6560","4396","6360","1834","1","95","14.25","2008-01-08T02:12:56.000"
"446","36202","40308","4360","2768","5814","1834","4","696","104.4","2008-01-08T08:49:03.000"
"447","44325","49839","45708","4372","3158","1834","2","658","98.7","2008-01-08T08:18:00.000"
"448","46004","51785","11342","5934","5658","1834","1","67","10.05","2008-01-08T04:10:30.000"
"449","49412","55780","301","2676","913","1834","1","319","47.85","2008-01-08T11:01:46.000"
"450","55247","62317","18940","5385","4716","1834","4","1960","294","2008-01-08T02:23:37.000"
"451","70562","80241","36994","3455","2029","1834","2","406","60.9","2008-01-08T09:31:37.000"
"452","73427","83781","7457","2769","5990","1834","2","208","31.2","2008-01-08T11:18:00.000"
"453","74811","85391","26509","3247","1724","1834","3","804","120.6","2008-01-08T12:11:14.000"
"454","80458","91866","7611","4251","2244","1834","1","373","55.95","2008-01-08T10:20:47.000"
"455","89126","101798","20742","3583","3960","1834","4","432","64.8","2008-01-08T11:42:34.000"
"456","92229","105259","17606","2438","8009","1834","4","1240","186","2008-01-08T10:29:10.000"
"457","96332","109985","12682","448","4342","1834","2","68","10.2","2008-01-08T08:28:31.000"
"458","120435","137911","565","2237","3969","1834","1","137","20.55","2008-01-08T09:30:18.000"
"459","121254","138798","9527","4025","8650","1834","2","832","124.8","2008-01-08T10:37:36.000"
"460","130327","149413","1751","4706","8069","1834","4","200","30","2008-01-08T07:53:14.000"
"461","132535","153066","46109","323","8337","1834","3","615","92.25","2008-01-08T01:34:33.000"
"462","137484","158798","13764","3142","202","1834","1","207","31.05","2008-01-08T09:42:25.000"
"463","140957","163003","7036","652","6499","1834","6","1812","271.8","2008-01-08T05:00:52.000"
"464","154113","178418","4808","3001","8737","1834","1","486","72.9","2008-01-08T05:19:25.000"
"465","155769","180354","18227","1007","3625","1834","2","308","46.2","2008-01-08T11:59:20.000"
"466","156305","180945","5929","1579","2628","1834","4","520","78","2008-01-08T09:53:25.000"
"467","156545","181225","15505","677","2097","1834","3","273","40.95","2008-01-08T02:17:34.000"
"468","164427","220091","31291","4303","2668","1834","1","1373","205.95","2008-01-08T09:25:24.000"
"469","167274","225612","22589","6607","1246","1834","1","1723","258.45","2008-01-08T03:30:21.000"
"470","14577","15748","10027","3553","184","1835","2","464","69.6","2008-01-09T01:00:36.000"
"471","16138","17441","43955","194","3497","1835","1","196","29.4","2008-01-09T10:20:35.000"
"472","22480","24384","43659","5392","958","1835","1","190","28.5","2008-01-09T11:52:22.000"
"473","16222","17529","43577","6926","2668","1835","1","241","36.15","2008-01-09T12:08:54.000"
"474","23095","25159","30601","5115","267","1835","1","181","27.15","2008-01-09T11:15:13.000"
"475","16437","17787","35989","2682","4706","1835","4","444","66.6","2008-01-09T04:26:30.000"
"476","26854","29269","18223","1332","6149","1835","2","358","53.7","2008-01-09T11:22:18.000"
