"index","listid","sellerid","eventid","dateid","numtickets","priceperticket","totalprice","listtime"
"370","167427","47655","8479","1827","20","277","5540","2008-01-01T01:03:16.000"
"371","483","11556","5156","1827","8","47","376","2008-01-01T05:54:44.000"
"372","167610","45560","3599","1827","18","32","576","2008-01-01T02:15:41.000"
"373","5273","24685","383","1827","1","79","79","2008-01-01T06:03:47.000"
"374","172852","25006","6274","1827","14","198","2772","2008-01-01T11:17:52.000"
"375","6584","28636","1071","1827","6","233","1398","2008-01-01T11:34:43.000"
"376","174307","26065","2698","1827","1","136","136","2008-01-01T05:13:57.000"
"377","10660","21280","7778","1827","10","167","1670","2008-01-01T11:37:04.000"
"378","174935","7866","747","1827","2","421","842","2008-01-01T05:54:44.000"
"379","11683","48955","6302","1827","10","78","780","2008-01-01T05:55:55.000"
"380","176150","15643","3884","1827","22","298","6556","2008-01-01T08:36:10.000"
"381","17885","33096","7443","1827","9","171","1539","2008-01-01T06:16:36.000"
"382","177986","6504","1413","1827","8","461","3688","2008-01-01T08:14:03.000"
"383","18482","24453","854","1827","6","85","510","2008-01-01T10:14:02.000"
"384","180239","20976","7644","1827","12","83","996","2008-01-01T04:35:33.000"
"385","25405","20635","2357","1827","30","36","1080","2008-01-01T12:16:58.000"
"386","205206","863","2294","1827","2","532","1064","2008-01-01T09:06:39.000"
"387","26298","47852","2924","1827","9","81","729","2008-01-01T08:44:57.000"
"388","207609","19343","5646","1827","2","2317","4634","2008-01-01T09:56:15.000"
"389","27313","34031","1989","1827","28","118","3304","2008-01-01T08:17:06.000"
"390","212283","35753","7416","1827","7","1150","8050","2008-01-01T06:23:03.000"
"391","35107","30751","2388","1827","3","117","351","2008-01-01T02:39:34.000"
"392","213025","18573","3236","1827","1","2411","2411","2008-01-01T02:47:23.000"
"393","37592","44647","2772","1827","20","65","1300","2008-01-01T06:57:50.000"
"394","215197","34009","8524","1827","4","1062","4248","2008-01-01T11:19:40.000"
"395","37694","16933","3853","1827","9","237","2133","2008-01-01T05:16:25.000"
"396","217472","15711","1104","1827","3","2494","7482","2008-01-01T03:04:45.000"
"397","38453","10221","7941","1827","10","302","3020","2008-01-01T08:42:01.000"
"398","221073","47039","5028","1827","3","2373","7119","2008-01-01T12:09:14.000"
"399","42728","31500","5325","1827","4","303","1212","2008-01-01T05:30:52.000"
"400","222243","13860","4953","1827","4","810","3240","2008-01-01T02:16:05.000"
"401","43305","38067","6120","1827","4","145","580","2008-01-01T01:17:00.000"
"402","225305","37855","6364","1827","3","977","2931","2008-01-01T01:17:19.000"
"403","50380","7267","5557","1827","8","336","2688","2008-01-01T04:35:01.000"
"404","225612","22589","1246","1827","5","1723","8615","2008-01-01T12:44:03.000"
"405","51111","40080","2236","1827","16","105","1680","2008-01-01T07:57:05.000"
"406","226122","34416","7514","1827","2","782","1564","2008-01-01T04:01:34.000"
"407","51279","25126","4881","1827","18","59","1062","2008-01-01T11:22:08.000"
"408","230655","16051","5606","1827","2","825","1650","2008-01-01T01:30:11.000"
"409","51668","27826","5751","1827","18","310","5580","2008-01-01T10:12:43.000"
"410","232811","6003","3388","1827","5","618","3090","2008-01-01T07:44:21.000"
"411","54556","26294","2090","1827","12","274","3288","2008-01-01T02:42:37.000"
"412","233598","42297","7979","1827","7","988","6916","2008-01-01T09:01:26.000"
"413","55562","34317","8337","1827","18","75","1350","2008-01-01T07:00:14.000"
"414","56332","27434","343","1827","22","88","1936","2008-01-01T02:53:38.000"
"415","57920","15295","2524","1827","9","207","1863","2008-01-01T02:34:37.000"
"416","60212","23484","7721","1827","20","128","2560","2008-01-01T04:22:59.000"
"417","60414","32088","363","1827","16","284","4544","2008-01-01T05:16:59.000"
"418","63743","3029","31","1827","18","175","3150","2008-01-01T09:07:57.000"
"419","67862","37801","6320","1827","6","456","2736","2008-01-01T02:18:01.000"
"420","68033","9559","4118","1827","3","233","699","2008-01-01T09:25:54.000"
"421","70465","24239","2628","1827","6","182","1092","2008-01-01T07:32:48.000"
"422","70485","16208","7149","1827","2","379","758","2008-01-01T05:15:03.000"
"423","71667","8483","4680","1827","22","442","9724","2008-01-01T09:32:07.000"
"424","72470","9765","3468","1827","10","406","4060","2008-01-01T03:55:18.000"
"425","72800","15519","8649","1827","3","406","1218","2008-01-01T02:37:28.000"
"426","73489","21131","4488","1827","22","78","1716","2008-01-01T11:26:04.000"
"427","73790","20429","1150","1827","12","118","1416","2008-01-01T01:06:41.000"
"428","77405","17167","8095","1827","10","81","810","2008-01-01T12:10:00.000"
"429","77681","2990","2365","1827","18","411","7398","2008-01-01T01:54:11.000"
"430","78965","23914","6519","1827","10","335","3350","2008-01-01T11:18:40.000"
"431","79473","22762","3698","1827","18","286","5148","2008-01-01T07:42:24.000"
"432","83051","15796","7592","1827","20","124","2480","2008-01-01T06:38:20.000"
"433","83646","22835","852","1827","8","152","1216","2008-01-01T07:03:25.000"
"434","88664","36703","3544","1827","8","128","1024","2008-01-01T02:54:26.000"
"435","89399","10076","415","1827","22","255","5610","2008-01-01T03:31:16.000"
"436","91069","41708","4957","1827","24","58","1392","2008-01-01T01:55:17.000"
"437","96603","6051","6641","1827","22","405","8910","2008-01-01T04:21:30.000"
"438","99615","28736","1548","1827","1","412","412","2008-01-01T09:20:36.000"
"439","102012","24180","8308","1827","22","75","1650","2008-01-01T07:46:08.000"
"440","102099","47888","571","1827","9","35","315","2008-01-01T10:10:19.000"
"441","102111","7443","2596","1827","10","365","3650","2008-01-01T08:33:33.000"
"442","102516","31457","1433","1827","7","458","3206","2008-01-01T02:23:26.000"
"443","106460","32193","1615","1827","14","310","4340","2008-01-01T09:06:47.000"
"444","110824","4709","1425","1827","5","149","745","2008-01-01T12:17:54.000"
"445","114849","35149","2508","1827","4","102","408","2008-01-01T08:16:31.000"
"446","115269","28524","7197","1827","9","275","2475","2008-01-01T01:27:47.000"
"447","115557","17872","1924","1827","12","195","2340","2008-01-01T09:10:27.000"
"448","116178","21240","7892","1827","9","133","1197","2008-01-01T10:09:45.000"
"449","116660","20318","7358","1827","16","25","400","2008-01-01T10:44:52.000"
"450","116829","15816","7198","1827","10","361","3610","2008-01-01T07:36:59.000"
"451","117351","43432","4901","1827","16","218","3488","2008-01-01T10:15:58.000"
"452","118164","36611","3494","1827","18","410","7380","2008-01-01T05:27:05.000"
"453","118784","12214","405","1827","6","78","468","2008-01-01T07:11:16.000"
"454","118865","30595","8450","1827","20","492","9840","2008-01-01T01:22:05.000"
"455","119846","19392","2890","1827","16","403","6448","2008-01-01T12:00:46.000"
"456","124603","2365","4211","1827","6","379","2274","2008-01-01T12:56:35.000"
"457","126827","23635","3590","1827","12","267","3204","2008-01-01T03:24:47.000"
"458","127119","5001","970","1827","6","388","2328","2008-01-01T12:46:26.000"
"459","128490","26750","8596","1827","1","172","172","2008-01-01T11:00:23.000"
"460","132127","2062","7206","1827","4","385","1540","2008-01-01T08:32:46.000"
"461","132524","15680","6253","1827","1","300","300","2008-01-01T07:05:50.000"
"462","133228","36608","2676","1827","3","204","612","2008-01-01T01:04:11.000"
"463","133672","36656","3587","1827","22","166","3652","2008-01-01T08:23:58.000"
"464","135688","12124","6158","1827","4","240","960","2008-01-01T05:07:52.000"
"465","136138","43193","3209","1827","5","219","1095","2008-01-01T11:27:31.000"
"466","141334","5922","2304","1827","9","221","1989","2008-01-01T03:45:33.000"
"467","146012","31515","3752","1827","24","368","8832","2008-01-01T01:33:41.000"
"468","146542","14100","4564","1827","14","243","3402","2008-01-01T12:35:48.000"
"469","161018","33467","356","1827","22","184","4048","2008-01-01T04:57:25.000"
"470","163689","11662","600","1827","3","263","789","2008-01-01T03:51:21.000"
"471","164149","18774","2046","1827","24","331","7944","2008-01-01T11:17:53.000"
"472","164524","9141","1850","1827","14","147","2058","2008-01-01T08:41:03.000"
"473","164867","37814","5517","1827","16","93","1488","2008-01-01T06:56:08.000"
"474","166408","38961","8538","1827","20","42","840","2008-01-01T07:40:16.000"
"475","168996","20274","5315","1827","4","185","740","2008-01-01T09:40:58.000"
"476","171244","5899","4381","1827","5","76","380","2008-01-01T06:56:23.000"
"477","174344","11535","5156","1827","14","353","4942","2008-01-01T05:03:29.000"
"478","174694","34744","7463","1827","5","61","305","2008-01-01T11:47:39.000"
"479","175130","10746","4226","1827","4","110","440","2008-01-01T09:18:04.000"
"480","175191","4315","559","1827","1","174","174","2008-01-01T12:44:34.000"
"481","175888","23049","5111","1827","12","279","3348","2008-01-01T03:13:10.000"
"482","176408","47511","1641","1827","24","422","10128","2008-01-01T02:33:08.000"
"483","178258","34329","3204","1827","4","348","1392","2008-01-01T08:51:44.000"
"484","180291","30734","318","1827","14","253","3542","2008-01-01T11:48:51.000"
"485","210628","12272","2469","1827","7","1995","13965","2008-01-01T10:50:43.000"
"486","217253","47806","5106","1827","7","1471","10297","2008-01-01T11:25:38.000"
"487","218529","30614","3828","1827","1","2297","2297","2008-01-01T02:27:59.000"
"488","218756","34504","7928","1827","5","2149","10745","2008-01-01T06:48:39.000"
"489","219338","29541","1928","1827","8","1725","13800","2008-01-01T05:43:41.000"
"490","219865","46590","6649","1827","6","1776","10656","2008-01-01T09:23:08.000"
"491","219979","15749","3906","1827","2","367","734","2008-01-01T01:53:15.000"
"492","220347","30656","6360","1827","2","879","1758","2008-01-01T07:05:26.000"
"493","221130","14090","56","1827","1","1080","1080","2008-01-01T01:19:24.000"
"494","221216","6319","3862","1827","8","1097","8776","2008-01-01T04:58:53.000"
"495","228872","5530","7151","1827","5","1410","7050","2008-01-01T11:53:46.000"
"496","231937","23517","6028","1827","4","1357","5428","2008-01-01T02:37:08.000"
"497","233999","12590","4839","1827","7","2478","17346","2008-01-01T12:18:01.000"
"498","208","14628","2376","1828","2","98","196","2008-01-02T06:23:17.000"
"499","2640","21825","5111","1828","12","186","2232","2008-01-02T08:09:50.000"
"500","966","44276","5720","1828","6","69","414","2008-01-02T01:19:55.000"
"501","2651","12949","2325","1828","4","246","984","2008-01-02T10:34:09.000"
"502","1691","656","2260","1828","26","143","3718","2008-01-02T11:19:32.000"
"503","7809","11642","826","1828","16","111","1776","2008-01-02T02:54:12.000"
"504","2487","15458","3117","1828","26","62","1612","2008-01-02T06:55:07.000"
"505","8399","32829","1429","1828","18","181","3258","2008-01-02T07:32:57.000"
"506","2779","12705","3281","1828","5","214","1070","2008-01-02T03:10:38.000"
"507","9815","27912","1553","1828","28","199","5572","2008-01-02T07:38:43.000"
"508","4146","13643","6274","1828","28","235","6580","2008-01-02T10:27:52.000"
"509","11528","43038","7332","1828","9","111","999","2008-01-02T03:12:59.000"
"510","7392","43525","982","1828","7","196","1372","2008-01-02T03:57:28.000"
"511","14315","16698","1104","1828","4","236","944","2008-01-02T02:21:44.000"
"512","8319","17754","3212","1828","5","57","285","2008-01-02T10:51:39.000"
"513","14320","3477","4910","1828","10","45","450","2008-01-02T04:56:36.000"
"514","11210","1144","3813","1828","12","229","2748","2008-01-02T06:12:37.000"
"515","14349","42069","1014","1828","10","234","2340","2008-01-02T11:22:40.000"
"516","13755","39502","7819","1828","16","41","656","2008-01-02T07:40:02.000"
"517","18234","24157","398","1828","3","144","432","2008-01-02T02:55:53.000"
"518","14245","21956","6302","1828","30","182","5460","2008-01-02T06:53:53.000"
"519","18852","11974","8725","1828","28","197","5516","2008-01-02T01:55:58.000"
"520","14597","45556","4478","1828","2","152","304","2008-01-02T11:43:02.000"
"521","19243","7161","5156","1828","14","165","2310","2008-01-02T08:34:13.000"
"522","16385","46079","4003","1828","3","239","717","2008-01-02T09:24:44.000"
"523","24761","37118","6213","1828","12","72","864","2008-01-02T09:13:20.000"
"524","16762","17336","2347","1828","4","243","972","2008-01-02T03:18:35.000"
"525","28893","7510","6149","1828","3","234","702","2008-01-02T09:37:56.000"
"526","18585","32909","3023","1828","2","167","334","2008-01-02T07:04:56.000"
"527","30128","46711","7703","1828","3","198","594","2008-01-02T05:47:47.000"
"528","19626","43676","2491","1828","7","26","182","2008-01-02T05:50:33.000"
"529","31045","27742","4892","1828","7","22","154","2008-01-02T07:13:21.000"
"530","21280","31583","8538","1828","6","153","918","2008-01-02T05:12:32.000"
"531","32437","42309","3837","1828","10","232","2320","2008-01-02T03:26:28.000"
"532","26224","7000","6441","1828","20","222","4440","2008-01-02T05:28:57.000"
"533","35440","25334","415","1828","22","277","6094","2008-01-02T05:16:05.000"
"534","28344","29793","3557","1828","3","159","477","2008-01-02T11:32:22.000"
"535","40393","31466","4953","1828","20","295","5900","2008-01-02T07:59:09.000"
"536","32245","29930","7605","1828","16","128","2048","2008-01-02T11:42:41.000"
"537","41725","14209","8650","1828","20","57","1140","2008-01-02T02:59:35.000"
"538","32731","47810","385","1828","12","168","2016","2008-01-02T01:45:25.000"
"539","41749","14092","2703","1828","9","347","3123","2008-01-02T07:07:02.000"
"540","32775","21684","6849","1828","2","146","292","2008-01-02T07:34:27.000"
"541","44441","19639","4787","1828","7","173","1211","2008-01-02T04:31:44.000"
"542","38987","22010","302","1828","14","283","3962","2008-01-02T01:28:44.000"
"543","46495","20787","1906","1828","18","169","3042","2008-01-02T10:07:08.000"
"544","39328","32057","2091","1828","7","58","406","2008-01-02T09:35:13.000"
"545","48009","44430","6071","1828","10","175","1750","2008-01-02T07:18:07.000"
"546","42871","28186","7152","1828","16","195","3120","2008-01-02T09:19:55.000"
"547","50031","40539","4353","1828","20","107","2140","2008-01-02T03:38:41.000"
"548","44919","32457","1297","1828","6","170","1020","2008-01-02T06:36:06.000"
"549","50762","10483","4813","1828","1","291","291","2008-01-02T10:32:32.000"
"550","47177","16214","8390","1828","9","147","1323","2008-01-02T10:24:17.000"
"551","53306","23689","6364","1828","3","261","783","2008-01-02T07:47:10.000"
"552","48958","7000","7785","1828","9","80","720","2008-01-02T11:38:12.000"
"553","58526","43420","649","1828","18","20","360","2008-01-02T08:15:16.000"
"554","49790","7468","8157","1828","4","247","988","2008-01-02T11:36:39.000"
"555","61699","46415","6302","1828","6","314","1884","2008-01-02T12:03:30.000"
"556","51490","38214","2326","1828","22","350","7700","2008-01-02T08:37:36.000"
"557","64933","27573","6714","1828","5","121","605","2008-01-02T03:28:42.000"
"558","52140","32250","463","1828","3","229","687","2008-01-02T04:11:11.000"
"559","66366","38678","2342","1828","4","164","656","2008-01-02T03:31:16.000"
"560","54289","27201","4107","1828","6","276","1656","2008-01-02T06:54:24.000"
"561","68290","33408","8509","1828","14","264","3696","2008-01-02T12:37:52.000"
"562","55444","38006","8255","1828","1","339","339","2008-01-02T03:12:32.000"
"563","69770","43737","3786","1828","12","317","3804","2008-01-02T07:31:30.000"
"564","55510","30285","674","1828","12","54","648","2008-01-02T12:26:35.000"
"565","73470","31453","743","1828","14","238","3332","2008-01-02T03:59:23.000"
"566","59632","35479","7259","1828","6","448","2688","2008-01-02T05:07:39.000"
"567","76094","40746","603","1828","22","38","836","2008-01-02T04:12:17.000"
"568","60816","31104","1375","1828","1","144","144","2008-01-02T06:25:40.000"
"569","77487","40847","4401","1828","6","488","2928","2008-01-02T12:12:50.000"
